time,weather_code (wmo code),daylight_duration (s),sunshine_duration (s),uv_index_max (),wind_direction_10m_dominant (°),wind_gusts_10m_max (km/h),wind_speed_10m_max (km/h),shortwave_radiation_sum (MJ/m²),pressure_msl_mean (hPa),cape_mean (J/kg),relative_humidity_2m_mean (%),wind_speed_10m_mean (km/h),wind_gusts_10m_mean (km/h),temperature_2m_mean (°C),precipitation_sum (mm)
19/12/2024,61,26975.58,21252.89,0.9,297,47.9,22.7,3.1,1006.9,0,73,16.2,36.5,5.1,3.9
20/12/2024,80,26967.06,0,0.5,227,47.5,21.7,0.92,1014.6,0.4,83,12,27.5,5.9,0.9
21/12/2024,80,26965.83,15294.15,0.9,256,81,40,2.55,1004.2,0.4,76,24.2,50.3,8.2,0.2
22/12/2024,80,26971.83,21159.75,0.85,282,79.2,37.7,2.81,1003.2,0.4,69,29.9,61.7,5.2,0.1
23/12/2024,61,26985,7254.98,0.75,285,60.8,28.4,1.26,1020.5,0,73,14.4,31.4,5.6,1
24/12/2024,80,27005.27,5216.62,0.8,260,34.2,16.2,1.13,1023.4,0,90,9.2,20.7,11.5,0.2
25/12/2024,3,27032.55,16381.15,0.9,208,21.6,10.9,2.44,1030.5,0,88,6.7,13.2,9.3,0
26/12/2024,45,27066.76,16638.05,0.95,217,9,4.5,2.38,1034,0,97,1.9,3.9,6.2,0
27/12/2024,45,27107.81,10800,0.95,198,6.8,3.3,1.78,1032.4,0,98,2.2,5.3,5,0
28/12/2024,45,27155.61,6432.41,0.9,206,12.6,6,1.83,1028.1,0,95,3.3,6.8,5.4,0
29/12/2024,3,27210.04,14053.48,0.9,243,34.6,16.9,2.32,1026.2,0,82,9.6,20.6,8.1,0
30/12/2024,3,27271.02,16303.45,0.95,232,46.8,20.1,2.62,1022.3,0,77,14,32.2,8.7,0
31/12/2024,81,27338.43,11309.89,0.85,217,70.2,31.6,2.09,1012.1,0,78,23,51.4,9.7,10.4
01/01/2025,80,27412.15,19662.94,0.7,250,71.3,30.5,2.56,1002.6,0,76,18.2,44.8,7.6,23.8
02/01/2025,1,27492.08,21454.35,1,307,25.9,11.5,3.35,1018.9,0,67,7.2,16.3,1.3,0
03/01/2025,61,27578.09,21172.87,0.65,276,44.3,20.1,3.18,1021.3,0,79,11.9,26.8,2.7,0.2
04/01/2025,71,27670.05,5909,0.75,181,18,8.3,2.19,1013.9,0,85,4.9,11.4,2,0.7
05/01/2025,77,27767.87,0,0.2,46,26.6,12.7,0.19,988.1,0,96,8.2,18.8,0.9,34.4
06/01/2025,73,27871.38,3440.08,1,303,45.4,21.4,2.04,980.4,0,85,15.7,35.6,2.3,16
07/01/2025,85,27980.72,7916.12,1,264,37.1,18.2,2.41,995.3,0,81,10.7,24.5,2.2,0.2
08/01/2025,3,28097.08,9921.51,0.95,274,22.7,10.2,2.52,1001.6,0,77,3.5,8.4,0.6,0
09/01/2025,3,28220.38,22530.38,1.15,281,31,14.5,3.6,1008.1,0,71,6.2,13.8,0.2,0
10/01/2025,2,28350.32,22601.97,1.2,302,15.1,6.6,3.52,1020.1,0,78,3.8,7.8,0.2,0
11/01/2025,45,28486.56,19761.58,1.25,225,7.9,4,3.31,1030.4,0,92,2.1,4.7,-0.9,0
12/01/2025,45,28628.79,21900.05,1.25,188,19.1,9.5,3.4,1037.6,0,88,5.4,10.8,1.3,0
13/01/2025,3,28776.72,3600,0.95,207,46.1,21.7,1.42,1034.3,0,79,15.8,33.7,4.1,0
14/01/2025,45,28930.03,306.64,1.1,205,37.4,17,1.54,1031.9,0,92,7.7,16.9,8,0
15/01/2025,45,29088.42,17313.15,1.25,158,7.2,3.9,2.93,1032.9,0,96,2.4,4.4,5.9,0
16/01/2025,1,29251.59,23445.29,1.25,186,17.3,8.3,3.76,1032.2,0,68,4.6,9,4.2,0
17/01/2025,45,29419.24,14383.09,1.05,198,19.1,9.2,2.95,1032.7,0,90,4.9,10.4,5.1,0
18/01/2025,45,29591.1,23993.16,1.3,184,18.4,8.3,3.88,1028.7,0,91,4.9,11.2,1.5,0
19/01/2025,56,29766.88,0,0.75,189,27.7,12.4,1.63,1020.5,0,87,6.7,14.8,0.2,0
20/01/2025,80,29946.31,0,0.3,189,10.4,5.1,0.84,1016.6,0,83,3.4,7.1,2.9,1.2
21/01/2025,80,30129.12,937.87,0.95,195,28.1,13.4,2.59,1011.4,0,86,7,14.6,4.8,0.2
22/01/2025,80,30315.04,12599.98,0.8,284,13,5.6,2.62,1004.4,0.8,90,2.5,6.2,4.1,1.7
23/01/2025,80,30503.81,0,0.4,212,47.2,22.7,1.72,997.9,0,86,11,24.5,4.3,1.5
24/01/2025,80,30695.2,25156.15,1.4,216,84.2,40.8,4.03,988.5,2.5,67,26.8,58,6.8,7.8
25/01/2025,3,30888.96,25383.59,1.35,232,34.2,16.9,5.06,1001.7,0,72,10.1,22.9,3.6,0
26/01/2025,61,31084.84,0,0.45,165,51.8,24.1,1.48,991.7,0,88,15.1,33.3,3.7,5.1
27/01/2025,80,31283,20146.96,0.9,188,56.2,26.3,3.93,975.3,0.4,80,17.5,38.7,6.3,13.3
28/01/2025,80,31485.49,0,0.4,311,37.8,14.4,1.33,981.6,0,87,10.4,23.8,6.5,1.8
29/01/2025,3,31692.35,26518.35,1.4,291,38.9,18.5,5.33,1001.8,0,75,11.3,24.7,5.8,0
30/01/2025,3,31903.25,26772.36,1.6,281,36.4,17.4,5.53,1018.9,0,74,10,22,3.9,0
31/01/2025,61,32117.88,13815.53,0.95,187,29.2,11,3.08,1023.4,0,86,5.8,14.6,4.3,3
01/02/2025,45,32335.93,17766.71,1,180,29.2,12.3,3.61,1027.1,0.8,86,7.1,15.6,3.8,0
02/02/2025,3,32557.08,23266.59,1.7,191,33.1,16.6,5.2,1021,0,82,11.1,22.7,3.8,0
03/02/2025,3,32781.07,27253.93,1.55,195,36.4,18.2,5.49,1020.9,0,85,10.9,21.9,6.2,0
04/02/2025,61,33007.59,12991.92,0.8,206,54.7,26.5,3.39,1017.5,0.4,80,19.4,40.8,7.2,0.4
05/02/2025,3,33236.36,11054.82,1.4,248,33.5,15.8,4.25,1035.8,0,76,9.8,21.3,5.2,0
06/02/2025,3,33467.12,27622.96,1.8,14,21.2,9.4,5.21,1044.8,0,82,4.9,11.1,3.5,0
07/02/2025,61,33699.62,2255.12,0.45,47,52.2,23.3,2.22,1032.1,1.2,81,14.8,32.5,3.1,0
08/02/2025,61,33933.59,0,0.75,30,32.4,14.2,1.53,1021.9,0,87,9.9,22.2,3.2,3.3
09/02/2025,61,34168.8,0,0.75,32,36.4,17.2,1.68,1031.6,0.4,88,13.7,29.7,4.9,3
10/02/2025,61,34404.99,0,0.25,39,45,21.8,1.51,1029.7,0,84,16.7,36.4,3.7,5.3
11/02/2025,61,34641.94,0,0.4,25,35.3,15.1,1.59,1021.3,2.1,86,12,27.7,3.5,1.4
12/02/2025,61,34879.43,7920.15,1.75,29,28.4,12.7,3.15,1021.6,3.8,85,9.1,20.9,4,0
13/02/2025,61,35117.23,19636.13,1.2,50,24.8,10.5,4.36,1025.1,2.1,75,7.4,17.6,2.3,0
14/02/2025,61,35355.14,24371.94,2,134,32,14.8,6.16,1025,0.8,68,8.7,19,2.2,0.5
15/02/2025,61,35592.93,0,0.25,146,20.5,9.5,0.97,1019.9,0,86,7.1,15.8,2.6,0.6
16/02/2025,61,35830.79,3058.09,1.4,116,28.1,12,3.01,1021.8,1.2,80,9.1,20.9,2.3,0
17/02/2025,3,36070.85,14666.45,2,125,30.6,13.7,5.34,1023.3,0,73,8.9,19.2,1.6,0
18/02/2025,3,36313.25,27330.04,2.15,123,27.7,13.3,7.38,1021.8,0,71,8.2,17.7,1.6,0
19/02/2025,61,36557.76,4898.25,1.9,159,25.9,12.8,3.78,1015.1,0,83,7.4,15.6,3,0.9
20/02/2025,80,36804.16,4343.84,0.35,194,73.4,31,2.6,1008.2,8.8,86,19.5,43.1,11.3,0.4
21/02/2025,3,37052.22,4346.6,0.75,186,77.8,35.5,3.4,1003.9,3.8,79,22.7,49.2,12.7,0
22/02/2025,3,37301.73,32229.56,2.25,224,38.5,18.7,8.1,1010.3,0,74,12.8,27,10.2,0
23/02/2025,63,37552.49,0,0.7,193,69.1,32.1,2.73,1012.3,1.2,81,23.5,51.1,9.2,12.2
24/02/2025,61,37804.29,31622.73,2.4,214,44.6,22.1,8.11,1007.2,3.8,73,16.6,35,10,3.9
25/02/2025,61,38056.93,33256.1,2.3,248,34.9,16.2,8.61,1011.7,0,71,10.6,24.3,7.3,0
26/02/2025,80,38310.22,25200,2.4,231,42.5,18.3,6.96,1010.1,4.6,77,11.2,26.5,6,2.3
27/02/2025,3,38563.96,33494.72,2.75,320,33.8,16.5,9.52,1019.9,0.4,65,12.3,26.2,6.1,0
28/02/2025,2,38817.98,34015.04,2.95,201,14.4,7.4,10.58,1028.8,0,68,3.4,7.9,5.8,0
01/03/2025,3,39072.08,33926.38,2.7,261,19.4,8.6,10.34,1033.9,1.2,66,4.1,9.8,5.8,0
02/03/2025,3,39326.09,32452.68,3.15,221,25.9,11.4,10.65,1033.1,0,66,6.5,14.7,6.6,0
03/03/2025,3,39579.83,32460.81,2.7,246,23.8,10.1,8.46,1028.4,0,71,6.1,14,7.7,0
04/03/2025,3,39833.13,34908.94,3.25,213,35.3,16.3,11.2,1024,0,63,9.2,20.3,8,0
05/03/2025,3,40085.81,32662.55,3.15,208,38.2,18.4,11.11,1018,0,51,11.4,24.2,9.1,0
06/03/2025,80,40337.7,35072.21,3.35,188,40.7,19.1,11.25,1011.1,0.4,59,12.7,27,11.2,0.3
07/03/2025,95,40588.63,14679.31,2.8,181,36.7,16.2,7.1,1009.9,0,75,10.2,23.7,12.2,4.4
08/03/2025,45,40838.78,33931.16,3.3,104,28.1,12.6,11.88,1009.2,0,68,6.1,14.4,11.6,0
09/03/2025,3,41090.06,32301.12,3.2,15,25.6,11.1,11.2,1006.1,0,69,7.1,15.6,9.8,0
10/03/2025,3,41342.67,19136.13,3.45,7,43.9,19.3,7.85,1007.1,0.8,77,11.9,26.2,7.3,0
11/03/2025,61,41596.44,23633.47,2.5,344,34.9,15.5,8.82,1009.7,2.1,68,12.3,27.7,5.3,0
12/03/2025,80,41851.21,25146.93,2.7,341,45.4,19.1,7.02,1004.4,7.1,70,12.5,28.2,4.7,1.2
13/03/2025,61,42106.82,22349.3,2.35,349,41,19.5,6.85,1005.8,3.3,73,13.5,30.8,4.3,0.5
14/03/2025,61,42363.13,29696.79,3.3,360,32,14.8,8.89,1012.9,7.5,73,8.1,18.3,5,0
15/03/2025,61,42619.98,30677.05,3.45,5,25.9,11.7,9.91,1024.2,3.8,73,7.2,16.8,4.8,0.2
16/03/2025,61,42877.21,28902.23,3.75,9,30.2,13.7,8.5,1027.3,2.1,76,7.6,17.1,5.2,0
17/03/2025,61,43134.69,22660.2,2.7,61,31.7,14.8,7.72,1030.4,3.3,74,10.1,22.9,5.3,0
18/03/2025,3,43392.25,37280.4,4.05,83,31.7,14.9,14.4,1026.5,1.7,70,7.7,17.7,4.9,0
19/03/2025,45,43649.75,35914.73,4.05,198,19.1,8.4,13.97,1021.9,0,66,3.7,9.1,6.2,0
20/03/2025,2,43907.04,38757.69,3.95,133,21.6,9.8,14.6,1019.3,0,64,4.2,10.8,9.9,0
21/03/2025,61,44163.96,17000.89,3.25,78,35.3,16.6,8.79,1008.6,0,73,6.7,15.9,10.3,0.2
22/03/2025,96,44420.38,0,1.65,73,23.8,10.5,4.33,1000.8,8.8,85,5.5,14.4,11.6,14.9
23/03/2025,80,44676.12,3633.8,2.15,6,35.3,16.2,5.64,1006.1,0,84,12.8,28.6,8.7,1.1
24/03/2025,3,44931.05,32136.55,4.45,329,29.5,13,13.19,1018,1.2,69,7.2,18.2,8.8,0
25/03/2025,80,45185,28172.54,3.85,294,36.4,16.1,10.55,1021.2,0,70,9.9,23.2,11.1,1.9
26/03/2025,3,45437.82,39868.43,4.5,243,28.8,12.6,16.41,1024,0,73,5.2,12.3,9.9,0
27/03/2025,3,45689.36,40517.14,4.45,221,44.6,19.6,14.59,1017,1.7,71,11.7,26.1,11.8,0
28/03/2025,61,45939.76,39600,4.4,263,50,21.7,13.95,1010.3,6.2,65,15.4,35.4,9.4,2.1
29/03/2025,61,46190.81,34817.49,4.3,238,52.2,24.9,14.91,1017,3.3,67,15.3,33.1,9,0
30/03/2025,3,46442.68,41367.11,4.75,292,50,23.3,17.62,1019.4,2.1,60,17.7,39.1,11.2,0
31/03/2025,3,46695.25,42300.95,4.15,135,23,9.7,16.07,1028.2,0.8,56,4,9.4,11.4,0
01/04/2025,2,46948.36,42442.99,4.85,95,35.3,16.9,17.92,1027.8,1.7,64,8.9,19.9,9.3,0
02/04/2025,2,47201.87,42423.55,4.8,49,41.8,19.4,18.22,1026.2,2.5,69,11.3,24.9,8.7,0
03/04/2025,3,47455.64,40830.18,4.7,36,40.7,18.8,17.7,1023.1,1.2,73,12.8,28.2,10.2,0
04/04/2025,3,47709.54,41357.87,4.7,22,40.7,18.7,18.15,1023.7,0,69,13.4,29.2,10.1,0
05/04/2025,3,47963.4,38950.55,4.85,39,39.2,17.9,18.18,1024.9,1.7,69,14.5,32.2,8.3,0
06/04/2025,2,48217.08,43226.99,4.95,61,30.6,13.5,19.15,1026.6,2.1,66,9.2,21.4,8.2,0
07/04/2025,2,48470.43,43458.77,4.95,87,25.2,11.2,19.87,1027.8,1.7,59,4.7,11.6,8.4,0
08/04/2025,2,48723.29,43641.5,4.9,80,22,9.1,19.86,1028.4,1.7,61,3.7,10.4,9.3,0
09/04/2025,3,48975.5,38304.93,4.95,16,29.5,12.1,15.64,1031.2,2.1,70,8.3,19,8.3,0
10/04/2025,3,49226.92,40237.15,5.05,279,27,12.8,19.58,1030.2,0.8,61,5.1,13.1,11.5,0
11/04/2025,2,49477.35,44244.69,4.6,64,22.7,11.1,20.61,1020.9,2.1,43,4.7,11.2,15.9,0
12/04/2025,3,49726.64,36082.95,4.55,191,29.2,12.5,17.86,1006.2,2.5,51,7,16.3,14.8,0
13/04/2025,80,49974.61,30601.9,5,260,41,18.8,16.31,1001.6,8.8,60,12.3,27.7,11.1,0
14/04/2025,61,50221.09,29249.95,4.9,188,50,23.1,14.41,1002.4,2.1,61,14,32.1,10.3,0.3
15/04/2025,80,50465.88,14616.09,3.25,57,25.9,10.9,9.47,997.2,3.3,74,6.4,14.9,10.8,1
16/04/2025,80,50708.8,23627.19,3.45,186,69.5,30.2,10.92,999.8,3.8,71,19.8,45.3,8.7,1.6
17/04/2025,61,50949.98,40701.02,5.35,230,35.6,16.3,18.11,1011.4,2.9,56,7.8,19.8,10.2,0
18/04/2025,61,51191.15,5105.43,2.25,117,44.6,18.3,8.57,1010.4,2.9,62,10,24.2,11.4,5.9
19/04/2025,61,51432.51,23565.97,4.2,68,37.8,17.3,13.51,1011.3,1.2,67,12.3,27.7,9.7,0
20/04/2025,3,51673.88,43200,5.55,74,26.6,11.6,18.67,1008.9,2.5,62,8.4,19.1,9.1,0
21/04/2025,80,51915.1,4426.88,1.1,184,21.6,9.8,5.11,1009.5,4.6,81,6.4,15.3,9.6,7.2
22/04/2025,80,52156.01,43855.32,4.7,207,32.4,15.1,17.25,1013.9,19.2,64,8,18.1,11.8,0
23/04/2025,61,52396.43,30235.14,5.05,68,32.8,14.2,13.72,1015.3,3.8,69,9.6,22.7,11.3,1
24/04/2025,3,52636.2,43479.5,5.6,56,23.4,10.6,17.21,1023.5,0.8,64,7.6,17.5,10.2,0
25/04/2025,3,52875.12,36569.41,5.5,139,24.8,11.1,16.69,1023.1,2.9,68,5.6,13.1,9.6,0
26/04/2025,3,53113.02,17604.75,4.4,167,25.6,11.7,12.4,1023,0,68,6.2,14.2,11.6,0
27/04/2025,3,53349.7,48476.37,5.85,228,34.2,15,22.29,1024.3,3.3,60,8.8,20.5,15.3,0
28/04/2025,3,53584.96,41775.96,5.35,227,15.8,9,19.42,1025.9,2.1,59,4.5,11.3,16.7,0
29/04/2025,3,53818.61,46961.07,5.8,166,24.8,10.8,23.62,1025.9,3.3,51,5.1,12.7,18.2,0
30/04/2025,3,54050.41,49669.54,6.1,169,16.2,8.2,25.07,1022.3,2.9,43,4.2,8.2,19.1,0
01/05/2025,2,54280.18,49881.58,6.05,249,27.7,12.1,25.02,1016.5,8.3,44,6.9,16.4,20.4,0
02/05/2025,3,54507.65,46453.88,6.1,36,34.2,15.5,22.24,1016.6,2.9,55,7.4,18.1,15.4,0
03/05/2025,80,54732.63,42960.48,4.6,354,41.4,20.1,16.3,1015.5,4.6,59,11.1,25.7,12.6,0
04/05/2025,61,54954.86,43742.71,3.45,6,43.2,18.9,15.67,1020.7,6.7,58,13.9,32.3,9,0.1
05/05/2025,61,55174.09,42273.81,4.45,15,37.4,14.5,15.07,1024.9,9.6,60,12.2,30,9.2,0.1
06/05/2025,3,55390.08,50400,6.1,13,15.8,6.5,23.81,1026.3,2.9,55,4.9,12.7,10.6,0
07/05/2025,3,55602.87,40078.1,4.25,54,29.5,13.2,18.56,1024.9,2.1,63,7.5,17.5,11.7,0
08/05/2025,3,55814.13,40762.74,5.45,41,29.5,12,15.09,1023.3,5,63,8.7,21,10.3,0
09/05/2025,1,56023.99,50400,6.2,102,31.3,14,26.32,1022,3.8,55,6.4,15.9,12.8,0
10/05/2025,2,56232.26,50452.22,6.2,118,37.8,18.2,25.33,1019.1,5,45,7.3,18.6,15,0
11/05/2025,2,56438.75,50468.92,6.25,58,36.4,15.3,26.04,1013,5.8,52,7.5,18.3,16.1,0
12/05/2025,80,56643.25,50487.46,6.25,40,44.3,20.6,25.13,1013.1,64.6,60,11.6,26.7,16.8,0
13/05/2025,2,56845.56,50579.13,6.3,39,39.2,16.6,26.9,1020.7,4.2,58,12,27.5,15.3,0
14/05/2025,3,57045.46,47200.15,6.1,21,33.8,15.1,22.87,1024.3,3.8,66,12,27.6,13.1,0
15/05/2025,3,57242.74,42275.09,6.4,10,37.8,16.1,19.22,1027.1,3.8,69,13.3,30.8,11.7,0
16/05/2025,2,57437.16,50400,6.4,4,40,17.2,27.27,1027.6,3.3,62,12.2,28.9,12.9,0
17/05/2025,3,57628.49,43190.25,6.45,10,32.8,13.1,22.81,1024.3,5.4,62,10.8,27.3,13.6,0
18/05/2025,3,57816.51,44596,6.35,16,37.4,15.6,20.48,1021.6,1.7,65,11.3,27.6,12.3,0
19/05/2025,3,58000.94,40090.24,4.8,68,31.3,11.8,18.28,1022.4,5.4,57,7,18.1,12.9,0
20/05/2025,80,58181.55,39325.75,6.4,343,32,14.5,22,1021.7,18.3,61,6.6,16.5,14.7,0.6
21/05/2025,3,58358.08,51872.69,6.5,14,31,13.9,25.15,1018.1,2.9,52,9.2,21.4,14.6,0
22/05/2025,61,58530.27,29455.99,5.9,29,30.6,12.1,18.65,1020.1,5,53,7.9,20.9,11.7,0
23/05/2025,61,58697.84,44601.57,6.35,277,33.1,13.9,24.9,1017.7,5.8,46,6.5,17,13.8,1.1
24/05/2025,63,58860.51,9223.14,4.9,241,46.4,20.8,10.78,1007.9,0,74,15.4,36.3,16.5,8.2
25/05/2025,95,59018.02,44473.77,6.5,253,51.1,22.1,21.77,1005.7,24.6,61,17,40.1,14.8,0.9
26/05/2025,80,59170.07,23815.1,4.25,228,47.2,20.5,12.86,1010,6.2,65,16.6,38.4,12.8,9.6
27/05/2025,80,59316.62,982.57,3.45,246,39.2,17.9,7.58,1007.2,10.8,73,10.5,25.8,13.4,1.1
28/05/2025,95,59458.87,38057.21,6.55,285,34.9,16.1,18.03,1014.2,7.1,63,8.1,21.3,14.5,6.4
29/05/2025,61,59596.9,24848.25,4.55,228,64.1,29.6,12.43,1014.1,0.4,73,19.1,43.5,17.2,2.7
30/05/2025,80,59730.54,34639.61,5.4,239,42.1,20,15.13,1015.9,32.1,69,12.3,29.4,18.4,0.2
31/05/2025,3,59859.62,54446.38,6.65,223,43.9,18.4,23.75,1014,14.6,62,11.6,27.9,18.5,0
01/06/2025,80,59983.96,43748.48,6.55,245,47.2,21.3,16.24,1011,6.7,63,15.1,34.8,14.6,1.8
02/06/2025,3,60103.43,54681.4,6.6,251,41.4,18.9,22.92,1013.7,4.6,52,13.9,32.5,14.8,0
03/06/2025,80,60217.82,44145.48,6.65,224,53.6,24.7,20.24,1001.8,18.3,61,18.7,42.8,14.3,4.8
04/06/2025,80,60326.97,52894.35,5.25,238,42.8,18.8,23.25,1003,11.2,54,14.2,32.6,13.7,0
05/06/2025,95,60430.72,16028.16,5.35,223,39.6,18,10.82,999.7,32.1,71,12.6,31.6,14,4
06/06/2025,80,60528.89,43200,6.6,255,39.2,18.1,22.08,1003.8,31.7,64,11.8,27.4,13.8,0.7
07/06/2025,80,60621.31,16358.02,5.6,259,33.5,16.1,11.72,1004.6,10.8,69,11.7,26.4,12.3,0.8
08/06/2025,80,60707.82,44027.37,6.6,278,41.8,18.5,17.57,1014.6,3.8,63,14.2,33.4,12.6,0.2
09/06/2025,80,60788.24,24546.97,6,228,41,18.5,14.04,1017.8,9.6,67,11.1,26.2,14.4,2
10/06/2025,80,60862.42,53404.64,6.75,281,43.6,20.1,27.96,1015.1,6.2,59,13.8,32.7,16.5,0.9
11/06/2025,3,60930.2,52734.68,6.85,153,32.4,13.6,26.59,1018.9,5.4,57,8.5,20.9,18.3,0
12/06/2025,80,60991.41,46524.03,6.2,133,45.7,19.5,20.29,1013.5,15,63,11.3,27.6,18.2,0.2
13/06/2025,61,61045.9,50793.2,6.3,197,40.3,17.9,25.57,1016.7,4.2,56,11.2,27.1,20.7,0.2
14/06/2025,80,61093.54,39451.5,6.8,225,49,21.4,17.94,1013.5,31.7,66,12.3,29.4,18.9,0.9
15/06/2025,3,61134.15,28663.21,6.8,261,41.4,17.7,19.24,1020.6,1.7,65,12.1,28.3,17,0
16/06/2025,3,61167.66,55052.36,6.45,252,34.9,15.5,27.41,1025.8,3.3,60,10.2,24.2,19.8,0
17/06/2025,3,61194.32,53021.55,7,253,43.9,18.6,26.46,1023.5,2.9,60,10.2,25.3,19.3,0
18/06/2025,2,61214.16,56040.71,7,282,28.4,11.3,27.02,1024.5,5.4,57,7.5,19.7,20.1,0
19/06/2025,3,61227.24,56051.91,7,86,30.2,13.1,29.31,1025.7,2.9,50,5.9,15.6,20.5,0
20/06/2025,80,61233.57,45133.24,6.15,168,32,12.3,20.04,1022.9,47.1,55,7.4,19.2,23.1,0
21/06/2025,80,61233.21,44614.08,5.6,165,49.3,15.8,18.43,1016.2,167.1,55,9.8,24.6,24,0.6
22/06/2025,80,61226.18,39062.36,6.2,233,50.4,22.8,18.31,1009.2,19.6,64,16.8,38.8,19.3,2.1
23/06/2025,3,61212.52,43565.12,6.9,264,49,20.9,21.29,1010.3,15.4,59,15.9,38.2,15.9,0
24/06/2025,3,61192.33,1523.12,5.3,235,45.7,21.3,4.72,1008.5,2.5,74,15.7,36.4,17.8,0
25/06/2025,61,61165.63,33936.73,6.95,245,36.4,16.3,19.7,1009.6,7.1,62,10.6,25.2,20.9,0.1
26/06/2025,80,61132.52,39915.49,6.9,246,50.8,23.1,22.58,1009.7,9.2,61,15.4,35.5,18.9,0.2
27/06/2025,95,61093.04,26737.46,5.9,218,56.5,25.5,14.66,1016.2,1.7,68,19.2,40.9,19,0.1
28/06/2025,3,61047.29,47742.21,6.65,240,54.4,25.2,24.14,1019.7,3.8,65,19.8,43.4,22.6,0
29/06/2025,3,60995.33,41808.07,6.95,248,32.4,12.4,16.73,1023.4,1.7,62,8.1,21,22,0
30/06/2025,3,60937.25,54933.16,7.05,203,40.3,17.4,27.3,1016.8,65,55,10.5,24.7,25.4,0
01/07/2025,80,60873.16,7141.13,4.75,10,24.8,11.6,10.27,1015.4,2.1,67,7.3,19.1,20.6,0.9
02/07/2025,61,60803.13,32034.99,6.45,300,51.8,21.9,18.71,1018.6,4.2,64,11.8,28.7,16.9,0.1
03/07/2025,3,60727.26,49491.29,6.75,267,35.6,15.9,21.9,1026.6,4.2,56,11.6,26.6,17.1,0
04/07/2025,61,60645.64,34014.36,6,231,54,24.7,17.91,1022.5,4.2,60,16.5,37,17.5,0.1
05/07/2025,3,60558.41,14108.28,4,244,46.8,22.1,11.57,1010.9,2.9,69,16.2,35.9,18.8,0
06/07/2025,96,60465.45,2636.92,5.85,301,34.9,15.2,6.9,1006.1,16.2,73,10.4,25.6,17,18.3
07/07/2025,61,60365.94,51901.56,5.9,317,45.7,20.2,20.78,1012.1,4.2,63,15,35.4,15.6,2.1
08/07/2025,3,60259.94,55085.38,6.8,299,40.3,14.8,29.06,1017.5,5.8,58,10.2,25.3,16.5,0
09/07/2025,80,60147.7,49833.11,5.8,293,33.8,14.9,18.26,1020.9,1.2,66,9.1,22.4,19.8,0
10/07/2025,3,60029.46,50065.76,6.75,297,23,10.4,26.52,1022.5,4.2,55,4.3,10.7,22.8,0
11/07/2025,3,59905.47,54146.79,6.8,38,33.8,15.7,28.6,1020.4,11.7,47,5,12.8,24.5,0
12/07/2025,2,59775.98,53955.89,6.75,58,29.9,12.8,28.48,1018.1,2.5,58,7.9,19.6,21.4,0
13/07/2025,3,59641.23,40797.3,5.95,57,31.7,11.9,18.4,1013.7,1.7,63,8.5,21.5,20.5,0
14/07/2025,80,59501.46,48173.38,6.65,212,47.2,19,20.06,1010.8,34.6,62,11.4,28,20,1
15/07/2025,80,59356.92,8643.77,2.55,206,50,20.7,9.71,1010.7,43.8,73,16.5,38.8,15.9,2.7
16/07/2025,3,59207.83,31487.65,6.25,309,37.1,14.2,14.29,1014.4,7.1,63,9.1,23.5,18.9,0
17/07/2025,80,59054.43,797.58,3.6,171,20.5,9.1,5.93,1016,7.5,80,4.4,10.9,18.3,0.8
18/07/2025,80,58896.96,30850.48,6.2,234,32.4,10.5,16.3,1011.8,72.9,67,6.3,18.3,21.6,0.3
19/07/2025,95,58735.63,2694.71,1.8,59,19.4,7.1,6.07,1005.5,62.1,79,4.3,13.1,19.2,11.4
20/07/2025,95,58570.66,7327.58,4.15,139,33.5,14,7.32,999.3,79.6,83,7,18.3,17.9,7.5
21/07/2025,81,58402.29,31787.94,6.5,265,29.2,11.6,14.02,1000.4,58.3,73,4.3,12.4,17.6,3.3
22/07/2025,80,58230.7,11333.28,5.95,286,35.6,15.3,8.64,1008.8,1.2,73,10.1,23.2,17.4,0.4
23/07/2025,80,58056.11,35162.57,5.35,325,32.4,13.7,15.6,1014.1,12.9,66,9.9,23.8,18,0.1
24/07/2025,3,57878.73,20791.88,5.5,333,28.8,12.6,12.58,1018.5,2.1,68,9.1,21.9,19.2,0
25/07/2025,3,57698.74,47943.39,6.65,271,32,14.5,25.42,1018.1,2.5,64,7.7,19,19.4,0
26/07/2025,3,57516.06,30375.47,5.25,299,34.2,15.3,14.71,1016.4,5.4,65,8.2,20,18.6,0
27/07/2025,80,57329.17,5403.64,5.75,292,32,13.9,9.4,1017.5,3.3,65,9.5,22.3,16.4,0.2
28/07/2025,3,57138.05,48305.37,5.7,287,38.5,17,20.16,1019.3,14.2,65,11.2,26.2,17.6,0
29/07/2025,61,56942.97,1157.84,1.6,288,22.7,9.6,5.69,1018.5,0.4,71,5,13,16.9,0
30/07/2025,3,56744.21,35906.54,5.4,289,36.7,16.3,15.34,1017.9,6.7,70,9.7,23.2,18.6,0
31/07/2025,80,56542.04,48309.24,5.9,297,41,15.9,19.63,1015.5,5.8,66,11.1,27.4,18.9,0.1
01/08/2025,80,56336.71,16232.51,5.55,333,33.1,13,10.63,1017.1,6.7,63,8.9,23.2,15.9,0.5
02/08/2025,3,56128.47,49135.02,6.05,289,29.9,12.7,18.81,1018.1,7.5,57,7.4,18.5,16.6,0
